,id,Salario,Perfil,Ativo01,Ativo02,Ativo03,Ativo04,Ativo05,Ativo06,Ativo07,Nota1,Nota2
11193,id0017406,$463.53,Moderado,896.82,,2918.75,,8351.17,,499.83,70.9294848028863,7.032993903693829
11194,id0007977,$510.75,Agressivo,1221.16,4867.74,3334.8,,5073.53,,508.54,21.193647879140983,69.34660414999654
11195,id0011218,$78.59,Conservador,,4962.35,,9119.5,5039.29,,511.49,18.52355787397495,17.060162806697278
11196,id0032970,$23668.95,Agressivo,808.64,5043.15,3339.4,,5656.02,2295.52,513.49,,99.95197477741075
11197,id0034736,$9441.92,Conservador,,5157.73,3161.23,25682.48,4921.25,,491.05,21.728812131148636,69.12523730343197
11198,id0004929,$20380.43,Conservador,932.97,5296.82,2680.55,8606.84,6282.26,2958.3,521.63,,46.088059814001255
11199,id0006333,$288.76,Agressivo,1110.57,4992.89,3118.15,5504.39,5154.14,,501.36,8.693355343723564,77.53071196889995
11200,id0020206,$7.16,Conservador,1171.08,,3642.51,32361.48,4702.62,2446.34,494.17,,2.508850555920128
11201,id0023339,$765.36,Conservador,1692.41,4969.55,2554.32,13427.11,4828.73,2043.73,484.71,18.65232017607702,35.8849145752766
11202,id0024509,$42150.59,Conservador,1191.27,5125.17,2780.85,,5135.05,2143.79,494.9,33.80894465891819,63.69629400573588
11203,id0038669,$7.03,Agressivo,1186.74,5828.71,3242.93,20925.11,4760.14,,501.71,55.07197611619543,
11204,id0009332,$50866.72,Agressivo,1286.75,5381.89,,30465.97,4083.31,2948.56,493.7,,0.113693477527299
11205,id0012088,$6.26,Conservador,1147.66,4896.24,3010.73,9485.59,,,491.39,66.1374216354795,35.43446254328414
11206,id0007499,$5075.80,Conservador,1249.73,5132.86,3716.74,,5865.77,,500.4,43.49960505651267,30.3677421745565
11207,id0013241,$4821.56,Moderado,1039.89,5238.0,,9704.0,,,504.68,7.046592532438767,75.60982796666612
11208,id0012425,$47.55,Agressivo,1691.39,4620.01,3710.32,13160.52,,,490.05,5.96938277393293,74.11184254541395
11209,id0009380,$20.20,Conservador,,5076.05,,13173.07,7679.61,2551.56,500.0,37.2240986940754,70.08863662745165
11210,id0029214,$268.09,Moderado,1333.57,4997.1,,5216.15,4135.61,,511.66,,4.309223819674591
11211,id0029952,$0.58,Moderado,,5545.22,2651.7,10375.87,5928.76,,495.26,30.53812544890233,93.4968676805981
11212,id0023613,$4742.28,Conservador,927.82,4777.54,2730.01,22868.78,4777.52,,493.92,86.94759794050422,56.4612946444438
11213,id0028139,$46305.78,Agressivo,1360.59,5787.18,2768.35,,,,506.46,75.96596087743451,36.66096669673651
11214,id0012344,$88.98,Moderado,,,3302.09,16932.16,4487.46,2101.15,510.88,94.94150519895662,14.610464822118852
11215,id0026342,$2400.14,Conservador,1123.17,4752.61,,26637.47,5708.23,,502.37,23.616152468744687,11.492477783151166
11216,id0006417,$206.79,Agressivo,1021.8,4957.7,3795.9,22847.24,,2006.32,507.01,95.8670551801087,64.15625546149745
11217,id0011573,$4215.37,Moderado,,5357.26,2812.87,17919.34,4028.88,2041.4,492.4,13.385321307873587,15.893310979335462
11218,id0015770,$618.72,Agressivo,1086.57,5561.5,2816.23,,,2351.77,510.08,59.796153585102886,6.307204683378509
11219,id0035662,$8970.23,Agressivo,912.41,,2980.82,,5246.32,,530.26,66.23895412786602,
11220,id0006044,$42573.58,Moderado,,4800.4,,12830.8,4631.01,,512.01,82.52179425602351,12.803260920980442
11221,id0021879,$30.04,Conservador,,4729.54,3095.78,13533.35,6720.65,2663.22,498.61,64.54275529753797,72.07894129536082
11222,id0003047,$38856.11,Moderado,1422.98,4760.04,3646.94,20951.87,4675.67,2746.69,501.88,6.207230551505683,76.17409991456175
11223,id0030317,$8.66,Moderado,1092.08,,3100.39,9335.95,4669.76,,494.71,53.05138108042527,5.429012078311279
11224,id0002943,$1.24,Conservador,837.16,5040.64,3121.1,18578.89,6621.64,2466.91,488.82,86.27081528834778,7.590863960539074
11225,id0019939,$3985.07,Moderado,1148.89,5676.07,3426.92,19177.55,4822.87,2597.65,511.17,23.702675841563646,4.172003364533139
11226,id0026734,$385.53,Conservador,1114.46,5184.81,3231.16,7017.44,4441.46,,502.23,26.55598999746266,92.32886939282996
11227,id0030288,$99552.34,Conservador,,6454.16,3586.68,,4577.92,2192.66,503.32,45.66800765062773,69.74946871578251
11228,id0030448,$223.47,Conservador,,5367.9,3576.55,11711.64,4272.38,,510.14,38.088055664974576,19.321766930389806
11229,id0007899,$803.78,Agressivo,1455.63,5490.56,3222.77,,,,507.12,45.16785654469838,74.6293714277267
11230,id0003936,$27268.94,Agressivo,1360.07,5549.12,3163.42,11886.55,5512.1,,493.47,45.22276307168605,81.51710422856084
11231,id0038151,$3599.68,Moderado,1151.74,5244.44,,16159.59,5521.54,2388.53,509.73,66.49816462127723,41.59997113097105
11232,id0035456,$63177.84,Moderado,,5172.68,2703.12,11029.16,,3596.87,502.42,31.36170982401748,76.27377787470182
11233,id0010245,$3786.84,Moderado,1208.04,4730.34,3151.69,,4506.38,,506.93,,10.218112688824032
11234,id0000839,$4.10,Agressivo,1184.08,5500.63,2653.73,,,,497.82,31.251780521669197,45.56877982019215
11235,id0001973,$4093.67,Agressivo,,5513.67,3567.22,11310.61,5070.79,,504.87,5.670066163599619,58.21920293982535
11236,id0009879,$16891.13,Moderado,,5578.23,3466.37,,7276.34,,492.16,42.34191238990873,36.26198062724376
11237,id0016415,$94103.37,Agressivo,1380.33,5406.45,,25951.94,4895.66,,489.44,,13.565404692527885
11238,id0006508,$6.64,Agressivo,858.63,4785.66,3164.41,18517.83,4146.63,2177.03,506.67,20.214123935803208,
11239,id0026278,$362.03,Agressivo,1014.2,5419.24,2788.33,6105.63,,2054.27,495.57,51.93294662285821,17.919313322375608
11240,id0012903,$1.80,Moderado,1016.21,5627.62,,,4084.58,2068.39,489.52,61.33447436597046,53.704792969256
11241,id0002161,$280.96,Agressivo,903.16,5097.53,2639.74,,5950.2,2220.33,499.47,93.86484935992024,92.22792556755488
11242,id0007650,$5879.68,Agressivo,1408.98,5130.76,3267.59,14799.07,7122.38,,483.36,41.57465347287902,75.60841627268711
11243,id0011457,$57936.07,Conservador,,4886.44,3428.77,,6156.21,,507.92,64.69842984147418,77.34715796924777
11244,id0005968,$580.29,Moderado,1230.54,4854.92,3545.05,19339.85,5180.57,2140.22,497.78,4.121772659213907,27.199706941788797
11245,id0032452,$263.82,Agressivo,822.87,5455.75,3457.48,15723.99,4294.27,2439.67,500.42,72.7638579347625,8.770785925672941
11246,id0001762,$8.94,Moderado,1084.87,4848.72,2735.37,12589.43,5952.46,2160.78,506.21,32.50016864626999,
11247,id0004093,$1037.88,Agressivo,929.77,5244.47,3062.26,,4969.8,2229.76,493.79,22.97674785039484,
11248,id0031066,$42967.82,Moderado,,5315.91,3132.43,12527.69,5273.48,2024.84,493.8,94.4958790996256,26.92009149758746
11249,id0034267,$39.71,Agressivo,,,3272.7,,,,514.55,83.64023414690979,88.15396718834077
11250,id0011144,$70568.93,Moderado,1071.98,5265.84,2824.55,23222.64,4540.65,,501.78,12.146720402626022,62.98375242661247
11251,id0010687,$951.78,Moderado,1110.17,4978.25,3672.25,,4190.58,2131.5,499.22,19.098249603548144,70.25294526203373
11252,id0010071,$82.91,Conservador,839.48,5161.06,2649.16,6302.32,5890.37,,493.8,56.4776450186185,
11253,id0019290,$3.21,Agressivo,1259.39,,3355.21,,5237.16,2242.86,515.17,43.8223137997792,32.159406665339816
11254,id0008456,$69.12,Conservador,1201.02,5291.52,,15431.71,5426.48,,509.17,17.924915498786355,59.27940900026113
11255,id0014788,$713.16,Conservador,,5031.99,,,5211.03,,514.58,73.28704561434851,92.11930846088777
11256,id0019978,$60981.07,Conservador,,4940.6,3557.18,17765.48,6619.65,,497.16,71.64699988093092,69.89820799280575
11257,id0019940,$14.64,Agressivo,823.78,,3810.82,22505.15,5391.39,2143.31,503.15,1.002043218258486,26.600055939553226
11258,id0018469,$4.02,Conservador,,4856.68,,17367.53,4465.43,2601.06,508.6,,68.17848624441149
11259,id0009731,$99.34,Conservador,1013.74,5651.87,3102.81,,6015.42,,505.32,87.08792781794521,22.37225683405229
11260,id0019179,$280.79,Conservador,1089.36,5296.6,2871.01,12538.86,6438.76,2498.11,497.21,8.15429420117314,6.744295394630184
11261,id0000826,$42.80,Agressivo,1187.24,5380.5,3099.39,22265.51,6746.31,,507.08,40.41573830801232,9.925002993422948
11262,id0016941,$731.54,Moderado,1325.85,,2947.99,10258.17,,3220.44,489.18,92.44555356455596,
11263,id0036476,$89.94,Conservador,1105.04,5115.27,3356.55,,4362.94,2220.26,500.36,88.41389247517388,56.76899192653805
11264,id0019456,$9706.70,Moderado,939.74,4736.13,3098.88,8083.05,5658.43,,482.19,48.661300884897386,86.66851872849999
11265,id0028802,$4.72,Agressivo,1007.25,5928.24,3478.88,13772.12,4839.2,2519.22,513.68,15.278875163104775,55.708141512037535
11266,id0019254,$2534.68,Agressivo,,5412.15,3028.36,,,,497.9,62.34462784185488,85.87601580712573
11267,id0032903,$87.88,Moderado,1228.25,5422.07,3351.93,15305.41,5269.45,2089.29,483.85,,
11268,id0014889,$7.67,Agressivo,,4789.78,,,6248.59,,511.7,51.393940357288095,18.604668056201724
11269,id0017407,$7338.45,Conservador,1331.29,,3687.4,16404.59,6075.24,,494.64,47.10211196184314,52.23876244731756
11270,id0013012,$790.21,Agressivo,,4874.23,3335.07,,4842.18,,501.68,1.2189393006718174,85.72208436579086
11271,id0001238,$3667.13,Conservador,1040.47,5403.97,2671.44,8078.87,,,507.12,36.35196095593929,34.998903224062936
11272,id0013209,$75.30,Conservador,1488.56,,,28009.64,,2176.21,485.46,92.8372252079005,62.87247882909922
11273,id0019394,$0.98,Moderado,924.12,,3318.16,,5436.7,2317.43,487.8,60.73466218395556,47.61190410284749
11274,id0029941,$57.47,Agressivo,1214.72,4613.91,3080.16,16328.13,4729.36,,497.07,,57.422336955649655
11275,id0009762,$35.73,Moderado,1480.29,5588.89,3074.66,,5570.66,2215.6,510.03,86.4519970962376,70.14255896798373
11276,id0010035,$2603.41,Conservador,,5387.75,2876.54,,4773.06,2036.08,502.79,0.5379241373515642,74.87410878093289
11277,id0032647,$88634.42,Moderado,851.7,5047.85,3401.1,15024.69,4977.37,2416.19,499.65,35.98356702763571,76.45260728484405
11278,id0025680,$47.87,Agressivo,887.67,4635.15,3247.7,,7511.13,,503.98,12.282826436452131,34.07907874420145
11279,id0002181,$64404.16,Moderado,,5499.61,3685.2,,4624.52,,501.23,55.70589352094599,50.35200882264983
11280,id0008086,$98007.49,Moderado,948.97,5428.28,3079.47,9865.34,6024.44,,501.47,78.78018952154864,81.9366303597389
11281,id0029445,$79220.61,Moderado,1153.06,5404.6,3860.96,23390.14,4182.57,,500.04,7.053144299353176,84.7305559081822
11282,id0022408,$8354.04,Conservador,973.33,5118.05,2971.95,20975.52,5643.53,,502.29,27.612119096125756,29.552233582926224
11283,id0026826,$14775.71,Moderado,930.92,5621.33,2520.71,29627.58,5119.6,2186.56,509.17,96.09820530754428,87.81753133479793
11284,id0003772,$85444.67,Moderado,931.89,4791.72,3547.54,24042.66,6223.79,2355.04,519.79,80.53514923654468,25.756241546581727
11285,id0013424,$8.44,Agressivo,1480.42,5354.4,3152.56,19683.88,5469.13,,511.65,82.6580201177751,92.5804518621806
11286,id0023887,$52.21,Agressivo,,5001.89,3321.36,22772.31,5954.18,,500.43,59.04759037900888,79.32750498148317
11287,id0012844,$7.81,Conservador,,4978.7,3798.52,23283.04,5145.09,2524.53,510.76,78.78691434856647,79.59745282219691
11288,id0015599,$54335.97,Agressivo,,4940.74,2577.88,17208.27,4179.19,,494.26,42.347061493311,93.65468024952234
11289,id0026643,$37235.78,Moderado,1489.67,5199.72,2542.68,11537.0,6365.81,,480.47,14.28290354371946,84.25971792660795
11290,id0023841,$48.14,Agressivo,995.38,4630.66,,14591.91,4693.81,,497.85,,46.236372902698754
11291,id0028580,$9854.44,Agressivo,834.01,5763.4,3688.54,30769.38,7741.51,2085.01,506.72,5.038958563909224,
11292,id0031148,$1.87,Agressivo,870.35,5725.14,3139.62,,4838.81,,507.65,56.87012774657485,60.25030504706496
11293,id0010935,$21916.76,Agressivo,1257.41,,3015.11,26346.96,5155.44,2354.01,526.28,15.518651949961836,6.310470678210556
11294,id0017872,$22.29,Moderado,1231.38,4662.66,,19195.09,4433.99,,499.65,78.08626725129926,84.82439261224054
11295,id0024301,$693.71,Moderado,1074.57,5205.69,,19787.89,5420.94,,507.45,90.88764149443271,77.38261152594407
11296,id0025451,$0.19,Conservador,1185.86,5806.71,,27726.42,4613.48,,500.54,98.98050287424836,84.46756292591216
11297,id0006512,$84760.89,Agressivo,843.98,5098.09,2753.89,,5954.76,2786.52,498.7,67.4870007722718,2.640196464041233
11298,id0038665,$18.78,Conservador,1005.08,5167.12,3558.22,,5833.42,2012.81,503.11,31.563317816260195,34.50316066406452
11299,id0021704,$2376.42,Conservador,1136.52,4763.51,2783.79,15680.62,5002.78,,502.77,51.05078321935896,69.5590390630688
11300,id0015124,$73.34,Agressivo,884.56,5505.9,3211.87,26739.95,4911.87,2041.61,512.45,79.8689186417306,
11301,id0002930,$87.85,Conservador,1039.54,5230.13,3941.2,9621.09,4726.46,2380.01,503.18,6.506982498325254,61.30907362716259
11302,id0035030,$814.71,Conservador,1501.05,4987.68,3190.08,21044.06,,2295.27,499.1,9.95802252216854,30.45405492928281
11303,id0025545,$9.87,Moderado,835.24,5076.78,3153.23,9183.41,4253.56,2242.49,487.98,50.24314328063111,96.35854176137856
11304,id0034486,$86384.02,Moderado,,4817.19,3211.72,26757.48,7502.78,2013.67,501.43,20.342893870240854,0.2430019650115245
11305,id0014091,$5.52,Moderado,1225.18,5437.86,2951.01,23292.96,6431.11,,501.05,,25.463930791143284
11306,id0016957,$9760.47,Conservador,1010.47,5342.36,2820.79,10829.15,5406.78,,490.68,93.49198266333272,71.24656905607651
11307,id0007370,$60.01,Agressivo,1186.18,,4396.97,,4628.19,,498.91,,92.11489968951354
11308,id0028098,$107.86,Moderado,809.64,4956.3,3702.14,19881.77,6633.06,2485.65,499.93,67.37545603476617,43.62638274905532
11309,id0009280,$2029.71,Conservador,1261.07,5232.78,2923.67,,6719.66,,517.29,18.783643305832065,67.52876354869257
11310,id0028592,$6043.03,Agressivo,,5935.39,,16603.06,5618.51,,496.51,25.863641855098905,60.290892223184
11311,id0023007,$6.33,Moderado,1451.38,5617.39,3395.51,,5047.49,,500.07,,16.48101412155424
11312,id0029990,$1031.50,Conservador,974.73,5073.46,3100.91,19908.71,5230.99,2427.69,509.63,53.1476749792025,45.21594426291321
11313,id0015649,$34834.17,Moderado,,4897.66,2598.63,16047.43,5872.46,,519.93,,87.31710847147595
11314,id0034405,$679.04,Moderado,1537.65,5430.87,2675.33,19034.05,4311.2,,505.7,,61.22100600550435
11315,id0016165,$5.29,Moderado,,5490.08,3386.57,,4703.02,,504.23,54.62416639729831,90.10031280688187
11316,id0011834,$89.75,Conservador,1105.56,5140.79,2931.49,25865.14,5392.3,2329.04,516.81,41.99372823503103,22.62605061181404
11317,id0022077,$261.83,Moderado,1086.13,5731.26,4012.72,,,,507.25,15.486085997653465,44.12100885613215
11318,id0022621,$11.39,Agressivo,1088.1,4921.4,2955.7,,5236.83,,498.15,46.52287453932264,25.00953405745623
11319,id0001425,$76203.85,Agressivo,921.67,4516.13,,33676.03,5104.73,2184.47,504.98,84.59714802257638,51.93489221880326
11320,id0026709,$4963.19,Conservador,1095.76,4516.1,3261.94,,5422.85,,494.88,28.92409529131251,46.87814266029534
11321,id0038752,$32.41,Agressivo,1163.9,4911.63,3746.62,,6733.79,2338.43,504.32,32.13961041701189,22.742973953676604
11322,id0004300,$80504.22,Agressivo,1031.8,5352.76,2607.13,,6027.83,2554.22,501.88,33.80585769386647,83.50729070587798
11323,id0013768,$371.79,Conservador,,5268.12,3495.42,15574.46,4746.84,2036.02,508.08,68.96866326010522,5.389094664422189
11324,id0008902,$6558.45,Agressivo,,5818.08,3724.31,,5511.12,2019.54,502.95,,13.386793497708371
11325,id0024920,$1521.70,Conservador,854.66,,3217.98,23222.33,6507.93,,489.58,78.70274545107165,61.24906369070291
11326,id0023874,$0.20,Conservador,1390.28,,2802.36,6311.52,5199.48,2436.65,497.41,96.2106801748102,30.398691612776418
11327,id0007824,$2430.54,Agressivo,,4701.71,2620.31,,7206.01,,513.25,66.23673457416098,78.93627961685795
11328,id0019047,$78915.33,Moderado,,,3206.55,,4275.0,2858.32,505.52,58.81768776292393,53.06723360614613
11329,id0031141,$2.19,Moderado,1172.92,4729.36,3119.84,18696.37,6457.77,2305.62,502.72,30.78860618653652,90.80861185920658
11330,id0026276,$9504.84,Moderado,869.74,5800.38,3190.45,7182.7,6439.07,,494.49,,21.18503816917425
11331,id0031428,$32539.86,Moderado,,5092.67,2926.2,,5534.85,,489.85,,93.71157748082508
11332,id0008305,$11011.97,Moderado,1827.34,4953.87,2500.13,13064.54,,2028.8,501.68,43.43021457222999,99.71579019779256
11333,id0025791,$83453.58,Conservador,1249.37,4755.95,4003.18,6946.66,4009.73,,493.77,1.87822371509071,34.086819259531744
11334,id0017957,$7.31,Agressivo,,4831.55,,6040.83,7757.38,2782.77,498.98,69.24002296817201,68.97729610682202
11335,id0011303,$1589.61,Agressivo,1269.94,4679.57,,17181.38,5720.98,,515.71,6.764426271970825,42.771875392352975
11336,id0005255,$4.81,Agressivo,1410.41,4522.22,2967.53,7404.84,4458.84,,490.79,76.3291720667105,9.605398757431526
11337,id0025473,$29736.65,Moderado,,5190.02,3641.4,24534.18,5311.05,,505.96,,44.83920542450798
11338,id0036608,$30.73,Conservador,826.91,5539.91,3257.35,10090.73,4025.73,2214.16,498.73,34.71680803300775,62.63475569995774
11339,id0001353,$46.18,Agressivo,1597.4,5122.89,3719.48,,5880.63,,484.55,45.07243036195428,17.506610737433547
11340,id0015544,$1.13,Moderado,977.19,5105.37,3004.84,17250.63,5460.17,2438.19,503.22,39.689333390779325,65.56814925787793
11341,id0022626,$316.67,Agressivo,1205.07,5177.7,2748.9,10947.84,,,492.29,8.829212652499018,86.84960598804855
11342,id0017635,$78.02,Conservador,801.13,4699.61,3128.62,21216.41,5609.45,2484.21,488.75,20.0893571007177,41.20017058937013
11343,id0006790,$17.99,Agressivo,831.64,5010.08,3303.34,14921.36,5577.82,3229.7,507.78,78.84314300692455,42.634682817706526
11344,id0017855,$604.50,Moderado,1093.61,,2986.84,,4707.93,2283.9,521.34,99.31979421919124,8.814900955055426
11345,id0017449,$168.29,Agressivo,1242.53,4976.98,3148.01,6206.53,4987.58,,505.62,98.42975526488443,3.6006468161126293
11346,id0010924,$65.20,Agressivo,,5088.54,3438.14,11516.45,4866.2,,483.89,16.87790200374796,41.5742361193868
11347,id0018975,$28.14,Moderado,1325.19,4994.57,2982.36,,5499.72,2291.15,497.05,64.46426575069675,95.54710810627373
11348,id0015406,$3046.76,Moderado,,5023.82,3120.14,7080.08,4302.76,,491.39,91.87083635643036,74.14021559458448
11349,id0003300,$0.01,Agressivo,1456.11,5169.1,3476.57,5142.46,4689.12,2476.34,506.1,99.04540702289302,70.39226239277954
11350,id0032541,$2538.76,Conservador,,5194.72,3547.2,20417.54,4882.4,,497.18,68.60096909700496,34.25241887480405
11351,id0009564,$4098.13,Agressivo,988.15,4666.09,2672.74,,5888.67,2444.21,513.25,19.9724950384216,49.73310546999963
11352,id0005721,$15341.84,Conservador,1481.04,4806.35,,,5424.61,,496.28,88.22664821079654,80.43302670839833
11353,id0004597,$34.13,Agressivo,,5611.41,3380.2,18973.24,4604.63,2043.44,489.45,93.35819557186426,15.088937179767804
11354,id0006575,$85143.75,Conservador,1220.13,5610.87,2961.02,7496.2,,,490.41,97.2023156279223,4.957719808530037
11355,id0011974,$176.20,Conservador,,5180.09,,20542.56,4437.16,,486.69,60.90692063009072,11.523926785404925
11356,id0010339,$85423.99,Moderado,1091.09,4879.29,2736.01,23474.12,4789.64,2090.53,519.31,66.36413981486633,8.669647717486962
11357,id0038411,$44.55,Moderado,851.02,4589.57,3037.52,,5146.11,,491.21,73.53475838818046,14.271689542198128
11358,id0029553,$9067.65,Agressivo,1248.54,5578.17,,12664.55,5160.63,,517.57,29.518962991877014,83.87023266932981
11359,id0010447,$683.76,Moderado,,5381.78,,,4850.76,,506.13,4.037981394729595,78.16685588673636
11360,id0038403,$5032.76,Agressivo,,4505.88,3577.2,,5025.1,2688.27,496.2,8.495496056083585,31.91439002186141
11361,id0035957,$7264.07,Agressivo,959.55,4683.58,3310.73,,6798.52,,510.05,1.4219516297270252,80.64450627254557
11362,id0038506,$8044.93,Moderado,1526.9,,2986.08,,4524.34,2472.56,486.87,76.64412454532007,11.280176150232268
11363,id0028119,$8.63,Conservador,1049.13,4855.49,,,5331.96,,503.59,95.43183641516818,96.92519907903508
11364,id0038197,$23555.57,Agressivo,1038.17,5426.08,,6461.13,4498.39,,495.7,94.8636793712014,14.424980780095066
11365,id0012589,$995.73,Conservador,,4641.58,2680.94,24807.85,4761.13,,512.67,12.872580019026447,5.39852635748953
11366,id0026553,$31057.34,Agressivo,918.55,5262.96,2535.69,,5078.63,,497.48,73.54138480417937,80.27344448847208
11367,id0002687,$1.45,Moderado,822.76,4802.39,3152.39,15421.65,6624.66,2338.6,484.91,77.73055943703751,35.90800220229776
11368,id0006238,$23385.36,Conservador,1433.71,5186.71,3283.06,19337.93,,,510.8,,20.15016346609084
11369,id0023217,$455.10,Agressivo,1166.54,4920.08,3213.09,5002.16,5369.84,2357.86,499.57,59.72318712486127,37.83945731200088
11370,id0014773,$79.16,Agressivo,1099.73,5446.6,2987.29,33068.36,6395.83,2236.74,499.39,80.44064087665399,4.035316280740831
11371,id0033853,$22.48,Agressivo,1171.33,5727.05,3022.53,26805.54,,2252.88,507.18,68.26695335002012,
11372,id0003793,$36030.98,Agressivo,962.83,4919.33,3422.35,,4811.79,,526.02,4.828518513507873,83.43607072542645
11373,id0011563,$77413.76,Agressivo,1493.44,5163.41,3463.56,15168.93,4838.76,,477.99,44.09262165252974,31.385244848617745
11374,id0032451,$352.29,Agressivo,1133.68,4787.19,3425.43,9323.72,5819.54,2609.81,487.34,68.73458854472366,86.35356776153206
11375,id0009128,$92202.33,Conservador,1042.75,4841.62,2637.76,11495.23,5294.23,2489.04,492.43,8.069724099302588,15.612860050214472
11376,id0030711,$684.30,Conservador,1558.64,,,8855.66,4575.87,,492.31,28.72668786495598,17.87038399251998
11377,id0037182,$71.76,Conservador,1272.05,,2830.48,8304.95,5047.13,,505.89,82.34914743953395,56.67041033697371
11378,id0005772,$2343.60,Agressivo,962.64,4518.48,,5619.9,4655.93,,507.58,66.39998501558166,59.31712328831406
11379,id0033424,$954.20,Agressivo,1135.71,5026.22,3001.83,,5994.55,2308.39,510.31,92.8135297808273,81.40336898017094
11380,id0018790,$330.51,Agressivo,963.06,5009.45,2880.39,18087.25,5279.19,2170.6,506.87,,91.29810284518472
11381,id0028423,$5302.53,Moderado,1076.03,5070.3,,6964.63,,2195.93,494.68,57.72621584450381,95.03204035604008
11382,id0018561,$0.99,Agressivo,1511.91,5847.79,,,5785.34,,501.16,94.77357958474136,84.04193794331528
11383,id0019231,$8.30,Conservador,1036.23,4874.62,3048.83,23539.08,4873.65,2261.97,493.96,77.65958454759802,68.72674260246153
11384,id0020770,$0.57,Moderado,,5045.13,3012.23,,5289.94,2189.24,501.86,6.5938775882256495,79.1237567512389
11385,id0005336,$691.86,Agressivo,1043.58,,2702.12,,6251.6,2091.69,478.19,15.23873228316276,59.23108081907766
11386,id0031980,$93502.77,Moderado,1069.95,5429.54,3659.63,9319.64,5762.6,,495.16,40.82190885745298,64.76060163165964
11387,id0012766,$6485.44,Moderado,1210.81,4761.31,3553.59,15072.57,6866.5,2572.67,481.51,36.45731917535435,22.841852105626405
11388,id0023370,$45989.89,Conservador,,5634.76,3147.64,16308.66,6029.83,2304.14,510.92,10.979613583863925,42.16849178324089
11389,id0015398,$15709.30,Agressivo,,4781.33,,19714.03,5751.59,,507.83,48.75000022950986,57.36610191515096
11390,id0026742,$74827.33,Agressivo,1267.3,4703.61,2903.4,,5260.56,,491.56,86.40241594828264,46.06040555805323
11391,id0025011,$7206.52,Conservador,,4897.58,2735.25,,4509.04,2509.51,498.55,47.73309534040487,2.850007708497526
11392,id0014979,$0.89,Moderado,,5034.7,2781.42,11423.1,6430.78,,497.33,97.68254869228416,63.90097306189782
11393,id0022864,$99.22,Conservador,1420.78,,3738.45,,5743.67,2125.73,516.05,39.11860517804344,61.79618480287119
11394,id0038370,$8.27,Agressivo,1649.73,4752.5,3668.63,,5661.1,,513.11,95.49305497101918,
11395,id0008729,$39523.17,Agressivo,1021.45,5201.48,3099.71,25872.78,6156.2,,485.25,30.317923347528108,60.15604755317844
11396,id0013737,$8.77,Agressivo,897.61,5843.04,2642.67,,5095.36,2391.03,489.62,6.688211964659185,9.105153746700012
11397,id0010494,$667.43,Agressivo,1027.07,,3567.09,18013.59,4238.6,2434.08,498.2,31.14260107812603,78.26420290960174
11398,id0028278,$8741.82,Agressivo,,5352.51,3724.25,9982.59,4352.53,,479.11,75.43735671194321,89.5932237643114
11399,id0031781,$7.80,Conservador,1155.53,5495.88,3226.93,30603.6,5524.37,,519.86,38.47751553490082,18.232013895039945
11400,id0027902,$29536.95,Conservador,1247.02,4799.28,3402.37,21414.74,6018.4,3046.89,491.56,41.370056296414845,0.5807295801474321
11401,id0013447,$723.20,Agressivo,1050.24,4947.13,,,4839.3,2351.63,499.66,2.387309555307482,51.58771842684304
11402,id0027360,$35317.74,Agressivo,801.34,5339.4,3974.27,6057.18,6464.62,,485.01,66.63860816868048,45.68057994667287
11403,id0028888,$4.25,Conservador,1863.05,5005.87,3412.47,22719.46,4626.41,2551.21,488.34,46.44421037612369,53.442036189517886
11404,id0008843,$9.23,Moderado,1314.04,4745.67,3303.03,24484.85,5213.79,2331.32,503.36,62.9365809516032,
11405,id0034173,$916.92,Agressivo,,4619.94,3478.69,6438.86,5529.73,2128.08,506.14,2.3020232133403207,76.11673245214173
11406,id0022539,$51.32,Agressivo,891.39,4576.96,3035.0,5080.8,,,494.61,50.90554299193833,77.32265962098131
11407,id0017309,$8241.74,Moderado,908.05,4804.6,3134.79,9764.23,6420.16,2023.43,497.63,46.06262809853777,4.500119286218219
11408,id0027019,$93258.43,Agressivo,,5435.56,2921.39,,4722.91,2203.51,497.99,9.4663390508667,27.90764300498112
11409,id0011565,$53910.94,Moderado,985.1,4522.26,2844.91,9161.86,4348.26,2556.37,498.38,91.7051636754676,76.44223385484662
11410,id0026778,$10.82,Moderado,939.76,,3492.42,,4058.65,,495.43,87.26027580789845,54.46723697945664
11411,id0026571,$36.72,Moderado,809.48,5496.09,,13300.71,,2282.31,520.82,41.694252772982445,80.37220624169872
11412,id0027810,$291.99,Agressivo,898.45,4979.6,2861.43,18839.47,,,503.35,17.372416827735915,16.76086862136109
11413,id0034621,$83.88,Moderado,,5199.15,3028.24,7012.97,6264.47,,491.79,49.47479760907818,56.91168498213231
11414,id0019168,$5435.40,Conservador,1137.22,5459.35,3443.37,15312.13,,2112.73,495.64,62.49348825372568,
11415,id0038718,$857.05,Moderado,,4850.88,3361.01,8528.94,7429.56,,514.74,45.802330673634,66.17804057453947
11416,id0020447,$7.40,Moderado,908.35,5110.05,,23032.9,5862.16,2599.8,493.8,9.11469371306678,
11417,id0035003,$6.05,Conservador,985.35,,2789.37,15051.69,,2040.2,510.24,90.54671656929276,11.62931712366354
11418,id0032507,$57.09,Moderado,1300.03,4981.11,,18837.39,4885.19,,491.28,,91.92483613937904
